Time,Temp_C,Air_Vel_m/s_10m,Prec_m/h,Glo_Sol_Ir_W/m2,RH_%,Soil_Temp_320cm
2024-07-23T01:00,18.5,2.3,0.0,0.0,87.0,9.8
2024-07-23T02:00,17.7,1.7,0.0,1.0,91.0,9.8
2024-07-23T03:00,18.5,2.0,0.0,25.0,89.0,9.8
2024-07-23T04:00,19.4,2.6,0.0,57.0,88.0,9.8
2024-07-23T05:00,20.8,1.6,0.0,131.0,84.0,9.8
2024-07-23T06:00,22.0,1.7,0.0,218.0,79.0,9.8
2024-07-23T07:00,23.3,2.3,0.0,326.0,73.0,9.8
2024-07-23T08:00,25.0,3.0,0.0,506.0,64.0,9.8
2024-07-23T09:00,25.8,3.8,0.0,646.0,59.0,9.8
2024-07-23T10:00,26.7,2.9,0.0,626.0,55.0,9.8
2024-07-23T11:00,27.5,2.7,0.0,694.0,51.0,9.8
2024-07-23T12:00,26.6,2.9,0.0,533.0,52.0,9.8
2024-07-23T13:00,26.8,1.2,0.0,239.0,56.0,9.8
2024-07-23T14:00,24.8,2.6,0.0,387.0,71.0,9.8
2024-07-23T15:00,23.5,1.6,0.0,157.0,75.0,9.8
2024-07-23T16:00,21.8,0.9,0.0,71.0,79.0,9.8
2024-07-23T17:00,21.1,0.5,0.0,59.0,84.0,9.8
2024-07-23T18:00,21.3,1.6,0.0002,53.0,87.0,9.8
2024-07-23T19:00,20.8,1.8,0.0007,13.0,89.0,9.8
2024-07-23T20:00,19.7,2.6,0.0,0.0,83.0,9.8
2024-07-23T21:00,19.4,2.6,0.0,0.0,83.0,9.8
2024-07-23T22:00,19.5,3.2,0.0,0.0,86.0,9.8
2024-07-23T23:00,19.6,2.7,0.0,0.0,86.0,9.8
2024-07-24T00:00,18.9,3.6,0.0,0.0,89.0,9.8
2024-07-24T01:00,18.6,1.7,0.0,0.0,92.0,9.8
2024-07-24T02:00,18.2,1.2,0.0,0.0,94.0,9.8
2024-07-24T03:00,18.4,1.2,0.0,18.0,94.0,9.8
2024-07-24T04:00,19.4,1.1,0.0,80.0,92.0,9.8
2024-07-24T05:00,20.0,0.6,0.0,109.0,90.0,9.8
2024-07-24T06:00,20.3,0.5,0.0,101.0,90.0,9.8
2024-07-24T07:00,20.7,1.2,0.0,148.0,87.0,9.8
2024-07-24T08:00,22.1,1.9,0.0,384.0,77.0,9.8
2024-07-24T09:00,23.1,1.1,0.0,571.0,70.0,9.8
2024-07-24T10:00,23.0,2.2,0.0,496.0,82.0,9.8
2024-07-24T11:00,23.3,3.7,0.0,732.0,77.0,9.8
2024-07-24T12:00,22.1,3.1,0.0,559.0,83.0,9.8
2024-07-24T13:00,22.0,2.6,0.0,263.0,85.0,9.8
2024-07-24T14:00,22.3,2.6,0.0001,418.0,81.0,9.8
2024-07-24T15:00,20.9,2.0,0.0,258.0,78.0,9.8
2024-07-24T16:00,19.4,1.3,0.0,26.0,86.0,9.8
2024-07-24T17:00,19.6,1.9,0.0002,82.0,89.0,9.8
2024-07-24T18:00,20.2,0.9,0.0,112.0,86.0,9.8
2024-07-24T19:00,18.7,1.4,0.0,30.0,92.0,9.8
2024-07-24T20:00,17.8,1.6,0.0,0.0,97.0,9.8
2024-07-24T21:00,17.9,1.2,0.0,0.0,97.0,9.8
2024-07-24T22:00,17.7,0.9,0.0,0.0,97.0,9.8
2024-07-24T23:00,17.4,0.5,0.0,0.0,99.0,9.8
2024-07-25T00:00,16.9,0.7,0.0,0.0,99.0,9.8
2024-07-25T01:00,15.8,0.8,0.0,0.0,99.0,9.8
2024-07-25T02:00,15.7,0.9,0.0,1.0,100.0,9.8
2024-07-25T03:00,15.9,1.2,0.0,29.0,99.0,9.9
2024-07-25T04:00,16.9,0.3,0.0,78.0,100.0,9.9
2024-07-25T05:00,19.6,0.6,0.0,202.0,95.0,9.9
2024-07-25T06:00,21.8,0.5,0.0,304.0,83.0,9.9
2024-07-25T07:00,22.7,1.2,0.0,478.0,79.0,9.9
2024-07-25T08:00,22.9,1.4,0.0,496.0,80.0,9.9
2024-07-25T09:00,24.2,1.6,0.0,445.0,75.0,9.9
2024-07-25T10:00,23.9,2.3,0.0,445.0,74.0,9.9
2024-07-25T11:00,25.0,3.4,0.0,753.0,66.0,9.9
2024-07-25T12:00,24.5,3.5,0.0,478.0,67.0,9.9
2024-07-25T13:00,22.4,2.6,0.0,418.0,68.0,9.9
2024-07-25T14:00,19.6,1.5,0.0,111.0,85.0,9.9
2024-07-25T15:00,18.7,1.3,0.0008,24.0,94.0,9.9
2024-07-25T16:00,19.1,0.9,0.0003,51.0,97.0,9.9
2024-07-25T17:00,19.5,0.6,0.0,76.0,87.0,9.9
2024-07-25T18:00,19.6,0.8,0.0,66.0,88.0,9.9
2024-07-25T19:00,18.3,0.5,0.0,20.0,97.0,9.9
2024-07-25T20:00,17.7,1.3,0.0,0.0,99.0,9.9
2024-07-25T21:00,17.0,1.1,0.0,0.0,99.0,9.9
2024-07-25T22:00,17.1,1.4,0.0,0.0,99.0,9.9
2024-07-25T23:00,17.1,1.1,0.0,0.0,99.0,9.9
2024-07-26T00:00,16.7,0.5,0.0,0.0,99.0,9.9
2024-07-26T01:00,16.5,1.0,0.0,0.0,100.0,9.9
2024-07-26T02:00,15.7,0.9,0.0,0.0,100.0,9.9
2024-07-26T03:00,16.4,1.4,0.0,21.0,100.0,9.9
2024-07-26T04:00,17.8,1.5,0.0,105.0,97.0,9.9
2024-07-26T05:00,19.7,1.4,0.0,199.0,94.0,9.9
2024-07-26T06:00,19.9,1.3,0.0,202.0,91.0,9.9
2024-07-26T07:00,21.0,1.9,0.0,369.0,80.0,9.9
2024-07-26T08:00,21.7,1.8,0.0,466.0,75.0,9.9
2024-07-26T09:00,22.2,2.0,0.0,557.0,70.0,9.9
2024-07-26T10:00,22.7,2.3,0.0,786.0,67.0,9.9
2024-07-26T11:00,23.3,1.9,0.0,782.0,61.0,9.9
2024-07-26T12:00,23.5,2.4,0.0,751.0,58.0,9.9
2024-07-26T13:00,23.6,2.1,0.0,684.0,58.0,9.9
2024-07-26T14:00,24.0,1.9,0.0,594.0,59.0,9.9
2024-07-26T15:00,22.4,2.5,0.0,480.0,65.0,9.9
2024-07-26T16:00,22.2,2.0,0.0,351.0,69.0,9.9
2024-07-26T17:00,21.1,1.9,0.0,217.0,74.0,9.9
2024-07-26T18:00,21.1,0.8,0.0,113.0,78.0,9.9
2024-07-26T19:00,19.3,0.6,0.0,17.0,85.0,9.9
2024-07-26T20:00,17.7,0.4,0.0,0.0,93.0,9.9
2024-07-26T21:00,16.6,0.5,0.0,0.0,95.0,9.9
2024-07-26T22:00,15.6,0.5,0.0,0.0,97.0,9.9
2024-07-26T23:00,15.2,0.8,0.0,0.0,98.0,9.9
2024-07-27T00:00,15.2,1.0,0.0,0.0,95.0,9.9
2024-07-27T01:00,14.4,1.2,0.0,0.0,98.0,9.9
2024-07-27T02:00,14.0,0.9,0.0,1.0,97.0,9.9
2024-07-27T03:00,16.0,0.8,0.0,27.0,95.0,9.9
2024-07-27T04:00,17.1,1.1,0.0,85.0,94.0,9.9
2024-07-27T05:00,19.5,1.7,0.0,213.0,88.0,9.9
2024-07-27T06:00,21.0,2.6,0.0,355.0,71.0,9.9
2024-07-27T07:00,22.4,1.6,0.0,482.0,66.0,10.0
2024-07-27T08:00,22.6,2.1,0.0,558.0,62.0,10.0
2024-07-27T09:00,23.9,2.4,0.0,746.0,56.0,10.0
2024-07-27T10:00,23.0,1.1,0.0,314.0,68.0,10.0
2024-07-27T11:00,23.5,3.2,0.0,443.0,58.0,10.0
2024-07-27T12:00,23.4,2.2,0.0,384.0,58.0,10.0
2024-07-27T13:00,23.8,1.8,0.0,405.0,61.0,10.0
2024-07-27T14:00,22.1,2.8,0.0,566.0,71.0,10.0
2024-07-27T15:00,22.6,2.5,0.0,368.0,64.0,10.0
2024-07-27T16:00,21.4,2.2,0.0,236.0,67.0,10.0
2024-07-27T17:00,21.2,1.9,0.0,228.0,64.0,10.0
2024-07-27T18:00,20.3,0.5,0.0,79.0,69.0,10.0
2024-07-27T19:00,18.2,0.7,0.0,14.0,82.0,10.0
2024-07-27T20:00,16.1,0.9,0.0,0.0,92.0,10.0
2024-07-27T21:00,16.2,1.3,0.0,0.0,90.0,10.0
2024-07-27T22:00,17.1,1.3,0.0,0.0,87.0,10.0
2024-07-27T23:00,17.7,1.1,0.0,0.0,86.0,10.0
2024-07-28T00:00,16.8,0.8,0.0,0.0,90.0,10.0
2024-07-28T01:00,15.7,1.1,0.0,0.0,93.0,10.0
2024-07-28T02:00,15.6,1.0,0.0,0.0,91.0,10.0
2024-07-28T03:00,15.4,1.4,0.0,15.0,92.0,10.0
2024-07-28T04:00,17.0,1.1,0.0,71.0,88.0,10.0
2024-07-28T05:00,19.0,2.4,0.0,172.0,81.0,10.0
2024-07-28T06:00,20.1,2.2,0.0,331.0,80.0,10.0
2024-07-28T07:00,21.2,2.5,0.0,436.0,75.0,10.0
2024-07-28T08:00,22.0,2.6,0.0,505.0,67.0,10.0
2024-07-28T09:00,18.5,2.8,0.0,200.0,82.0,10.0
2024-07-28T10:00,20.2,2.4,0.0,505.0,71.0,10.0
2024-07-28T11:00,22.0,2.6,0.0,739.0,59.0,10.0
2024-07-28T12:00,21.4,2.4,0.0,517.0,58.0,10.0
2024-07-28T13:00,21.9,2.5,0.0,501.0,53.0,10.0
2024-07-28T14:00,21.3,2.4,0.0,252.0,55.0,10.0
2024-07-28T15:00,20.7,2.3,0.0,180.0,62.0,10.0
2024-07-28T16:00,20.4,2.0,0.0,126.0,68.0,10.0
2024-07-28T17:00,20.0,1.7,0.0,59.0,71.0,10.0
2024-07-28T18:00,18.3,1.2,0.0006,3.0,83.0,10.0
2024-07-28T19:00,18.0,1.4,0.0004,1.0,83.0,10.0
2024-07-28T20:00,18.3,2.8,0.0001,0.0,74.0,10.0
2024-07-28T21:00,19.0,3.4,0.0001,0.0,70.0,10.0
2024-07-28T22:00,18.5,3.8,0.0001,0.0,77.0,10.0
2024-07-28T23:00,17.8,2.6,0.0004,0.0,84.0,10.0
2024-07-29T00:00,18.4,3.9,0.0001,0.0,84.0,10.0
2024-07-29T01:00,18.7,2.9,0.0,0.0,84.0,10.0
2024-07-29T02:00,18.2,3.3,0.0006,0.0,88.0,10.0
2024-07-29T03:00,17.9,2.9,0.0011,1.0,92.0,10.0
2024-07-29T04:00,18.1,3.2,0.0002,10.0,89.0,10.0
2024-07-29T05:00,18.6,3.9,0.0001,27.0,85.0,10.0
2024-07-29T06:00,19.0,3.8,0.0,57.0,85.0,10.0
2024-07-29T07:00,19.3,3.8,0.0,131.0,83.0,10.0
2024-07-29T08:00,20.0,3.4,0.0,205.0,81.0,10.0
2024-07-29T09:00,20.4,4.1,0.0,386.0,80.0,10.0
2024-07-29T10:00,20.9,3.3,0.0,331.0,78.0,10.1
2024-07-29T11:00,22.7,3.5,0.0,548.0,69.0,10.1
2024-07-29T12:00,22.8,2.7,0.0,484.0,67.0,10.1
2024-07-29T13:00,23.2,3.3,0.0,439.0,63.0,10.1
2024-07-29T14:00,22.9,3.6,0.0,267.0,65.0,10.1
2024-07-29T15:00,22.7,3.2,0.0,240.0,68.0,10.1
2024-07-29T16:00,21.8,1.9,0.0,114.0,75.0,10.1
2024-07-29T17:00,21.5,2.4,0.0,42.0,75.0,10.1
2024-07-29T18:00,21.4,1.9,0.0,21.0,74.0,10.1
2024-07-29T19:00,21.0,2.6,0.0,4.0,79.0,10.1
2024-07-29T20:00,20.9,2.9,0.0,0.0,77.0,10.1
2024-07-29T21:00,20.5,2.2,0.0,0.0,74.0,10.1
2024-07-29T22:00,19.2,1.7,0.0004,0.0,85.0,10.1
2024-07-29T23:00,19.1,1.5,0.0,0.0,85.0,10.1
2024-07-30T00:00,18.9,1.7,0.0,0.0,86.0,10.1
2024-07-30T01:00,19.0,2.9,0.0,0.0,84.0,10.1
2024-07-30T02:00,18.9,1.9,0.0,0.0,83.0,10.1
2024-07-30T03:00,18.5,2.0,0.0,7.0,84.0,10.1
2024-07-30T04:00,18.7,2.6,0.0,57.0,85.0,10.1
2024-07-30T05:00,18.9,3.0,0.0,129.0,85.0,10.1
2024-07-30T06:00,18.8,2.7,0.0,164.0,84.0,10.1
2024-07-30T07:00,19.1,2.7,0.0,225.0,81.0,10.1
2024-07-30T08:00,19.4,2.8,0.0,364.0,80.0,10.1
2024-07-30T09:00,20.3,2.3,0.0,521.0,75.0,10.1
2024-07-30T10:00,19.3,3.2,0.0,347.0,77.0,10.1
2024-07-30T11:00,19.3,3.1,0.0,357.0,74.0,10.1
2024-07-30T12:00,20.4,3.4,0.0,390.0,68.0,10.1
2024-07-30T13:00,21.9,2.4,0.0,605.0,61.0,10.1
2024-07-30T14:00,22.2,3.1,0.0,588.0,55.0,10.1
2024-07-30T15:00,22.2,3.4,0.0,461.0,60.0,10.1
2024-07-30T16:00,21.8,2.4,0.0,313.0,58.0,10.1
2024-07-30T17:00,21.3,3.0,0.0,251.0,62.0,10.1
2024-07-30T18:00,19.9,2.2,0.0,73.0,69.0,10.1
2024-07-30T19:00,18.7,2.6,0.0,10.0,71.0,10.1
2024-07-30T20:00,17.9,2.0,0.0,0.0,72.0,10.1
2024-07-30T21:00,17.3,2.0,0.0,0.0,75.0,10.1
2024-07-30T22:00,17.3,2.2,0.0,0.0,79.0,10.1
2024-07-30T23:00,16.6,1.8,0.0,0.0,80.0,10.1
2024-07-31T00:00,15.6,1.4,0.0,0.0,83.0,10.1
2024-07-31T01:00,14.9,1.3,0.0,0.0,85.0,10.1
2024-07-31T02:00,15.1,1.5,0.0,0.0,87.0,10.1
2024-07-31T03:00,15.6,1.7,0.0,13.0,88.0,10.1
2024-07-31T04:00,16.8,1.8,0.0,52.0,86.0,10.1
2024-07-31T05:00,17.6,2.3,0.0,138.0,83.0,10.1
2024-07-31T06:00,18.2,2.1,0.0,180.0,81.0,10.1
2024-07-31T07:00,18.7,2.9,0.0,257.0,77.0,10.1
2024-07-31T08:00,19.5,2.7,0.0,388.0,71.0,10.1
2024-07-31T09:00,20.1,2.4,0.0,517.0,69.0,10.1
2024-07-31T10:00,19.8,3.9,0.0,526.0,69.0,10.1
2024-07-31T11:00,19.9,4.2,0.0,505.0,71.0,10.1
2024-07-31T12:00,20.1,4.9,0.0,520.0,68.0,10.1
2024-07-31T13:00,20.4,5.2,0.0,597.0,59.0,10.2
2024-07-31T14:00,20.5,4.2,0.0,539.0,57.0,10.2
2024-07-31T15:00,20.4,3.1,0.0,456.0,61.0,10.2
2024-07-31T16:00,19.1,3.2,0.0,257.0,69.0,10.2
2024-07-31T17:00,18.9,2.2,0.0,187.0,72.0,10.2
2024-07-31T18:00,17.9,1.3,0.0,80.0,74.0,10.2
2024-07-31T19:00,16.9,1.4,0.0,18.0,81.0,10.2
2024-07-31T20:00,16.0,1.5,0.0,0.0,83.0,10.2
2024-07-31T21:00,16.0,1.6,0.0,0.0,85.0,10.2
2024-07-31T22:00,16.6,1.7,0.0,0.0,85.0,10.2
2024-07-31T23:00,17.4,2.0,0.0,0.0,82.0,10.2
2024-08-01T00:00,16.9,2.9,0.0,0.0,80.0,10.2
2024-08-01T01:00,16.6,2.3,0.0,0.0,85.0,10.2
2024-08-01T02:00,16.1,1.8,0.0,0.0,86.0,10.2
2024-08-01T03:00,15.6,1.7,0.0,6.0,88.0,10.2
2024-08-01T04:00,17.3,2.1,0.0,76.0,79.0,10.2
2024-08-01T05:00,17.5,2.5,0.0,147.0,81.0,10.2
2024-08-01T06:00,18.0,2.3,0.0,137.0,78.0,10.2
2024-08-01T07:00,18.8,3.3,0.0,291.0,69.0,10.2
2024-08-01T08:00,18.7,3.1,0.0003,278.0,78.0,10.2
2024-08-01T09:00,19.6,2.9,0.0,419.0,74.0,10.2
2024-08-01T10:00,17.4,3.0,0.0006,261.0,91.0,10.2
2024-08-01T11:00,15.8,3.2,0.013300000000000001,185.0,98.0,10.2
2024-08-01T12:00,16.3,2.8,0.0009,174.0,93.0,10.2
2024-08-01T13:00,17.3,2.3,0.0003,213.0,87.0,10.2
2024-08-01T14:00,18.5,3.3,0.0,296.0,80.0,10.2
2024-08-01T15:00,17.9,2.9,0.0,179.0,78.0,10.2
2024-08-01T16:00,18.1,3.2,0.0,136.0,76.0,10.2
2024-08-01T17:00,17.6,2.5,0.0,66.0,77.0,10.2
2024-08-01T18:00,17.3,2.3,0.0,33.0,80.0,10.2
2024-08-01T19:00,16.9,2.5,0.0,10.0,83.0,10.2
2024-08-01T20:00,16.9,2.4,0.0,0.0,81.0,10.2
2024-08-01T21:00,17.3,2.8,0.0,0.0,79.0,10.2
2024-08-01T22:00,16.7,2.4,0.0,0.0,83.0,10.2
2024-08-01T23:00,16.6,2.2,0.0,0.0,81.0,10.2
2024-08-02T00:00,16.3,2.0,0.0,0.0,81.0,10.2
2024-08-02T01:00,16.2,2.2,0.0,0.0,81.0,10.2
2024-08-02T02:00,16.0,1.4,0.0,0.0,83.0,10.2
2024-08-02T03:00,16.2,1.5,0.0,2.0,79.0,10.2
2024-08-02T04:00,16.2,2.0,0.0,13.0,84.0,10.2
2024-08-02T05:00,15.9,1.8,0.0,28.0,90.0,10.2
2024-08-02T06:00,16.3,1.5,0.0,51.0,89.0,10.2
2024-08-02T07:00,17.0,2.0,0.0001,112.0,88.0,10.2
2024-08-02T08:00,18.2,3.3,0.0,350.0,78.0,10.2
2024-08-02T09:00,18.3,2.8,0.0,320.0,80.0,10.2
2024-08-02T10:00,19.1,2.3,0.0,348.0,75.0,10.2
2024-08-02T11:00,19.6,2.3,0.0,365.0,75.0,10.2
2024-08-02T12:00,19.9,3.1,0.0,479.0,71.0,10.2
2024-08-02T13:00,19.7,4.3,0.0,496.0,72.0,10.2
2024-08-02T14:00,19.6,3.8,0.0,404.0,73.0,10.3
2024-08-02T15:00,19.9,4.4,0.0,281.0,73.0,10.3
2024-08-02T16:00,19.0,3.7,0.0,356.0,78.0,10.3
2024-08-02T17:00,18.4,2.5,0.0,76.0,85.0,10.3
2024-08-02T18:00,18.2,2.3,0.0,37.0,84.0,10.3
2024-08-02T19:00,17.9,2.5,0.0,4.0,86.0,10.3
2024-08-02T20:00,17.7,1.9,0.0,0.0,88.0,10.3
2024-08-02T21:00,17.4,1.7,0.0,0.0,89.0,10.3
2024-08-02T22:00,17.4,0.8,0.0,0.0,89.0,10.3
2024-08-02T23:00,17.0,1.2,0.0,0.0,88.0,10.3
2024-08-03T00:00,16.6,1.3,0.0,0.0,90.0,10.3
2024-08-03T01:00,16.4,1.4,0.0,0.0,91.0,10.3
2024-08-03T02:00,15.6,1.0,0.0,0.0,94.0,10.3
2024-08-03T03:00,14.5,1.0,0.0,5.0,98.0,10.3
2024-08-03T04:00,15.0,1.4,0.0,40.0,96.0,10.3
2024-08-03T05:00,16.7,2.3,0.0,205.0,90.0,10.3
2024-08-03T06:00,16.9,1.7,0.0,114.0,89.0,10.3
2024-08-03T07:00,18.1,1.8,0.0,323.0,81.0,10.3
2024-08-03T08:00,18.2,0.8,0.0,175.0,77.0,10.3
2024-08-03T09:00,19.8,1.8,0.0,412.0,73.0,10.3
2024-08-03T10:00,18.9,1.2,0.0,306.0,82.0,10.3
2024-08-03T11:00,20.7,1.8,0.0,639.0,65.0,10.3
2024-08-03T12:00,20.6,1.5,0.0,573.0,68.0,10.3
2024-08-03T13:00,20.8,2.9,0.0,560.0,70.0,10.3
2024-08-03T14:00,20.9,2.5,0.0,630.0,67.0,10.3
2024-08-03T15:00,20.1,2.6,0.0,485.0,71.0,10.3
2024-08-03T16:00,19.9,1.7,0.0,330.0,72.0,10.3
2024-08-03T17:00,19.5,1.8,0.0,184.0,74.0,10.3
2024-08-03T18:00,18.2,1.1,0.0,74.0,81.0,10.3
2024-08-03T19:00,16.0,0.7,0.0,4.0,91.0,10.3
2024-08-03T20:00,17.0,1.4,0.0003,0.0,95.0,10.3
2024-08-03T21:00,16.2,1.1,0.0002,0.0,97.0,10.3
2024-08-03T22:00,15.5,1.0,0.0,0.0,98.0,10.3
2024-08-03T23:00,15.4,1.1,0.0007,0.0,99.0,10.3
2024-08-04T00:00,14.9,0.8,0.0,0.0,98.0,10.3
2024-08-04T01:00,14.8,1.1,0.0,0.0,99.0,10.3
2024-08-04T02:00,14.6,1.3,0.0,0.0,100.0,10.3
2024-08-04T03:00,14.6,1.1,0.0,4.0,99.0,10.3
2024-08-04T04:00,15.7,1.4,0.0,48.0,98.0,10.3
2024-08-04T05:00,17.3,1.5,0.0,107.0,97.0,10.3
2024-08-04T06:00,18.1,2.4,0.0,248.0,90.0,10.3
2024-08-04T07:00,17.7,2.4,0.0,281.0,88.0,10.3
2024-08-04T08:00,18.5,2.2,0.0,416.0,85.0,10.3
2024-08-04T09:00,18.5,2.2,0.0,239.0,84.0,10.3
2024-08-04T10:00,18.3,2.0,0.0001,503.0,88.0,10.3
2024-08-04T11:00,19.8,2.8,0.0,683.0,79.0,10.3
2024-08-04T12:00,20.4,3.2,0.0,736.0,76.0,10.3
2024-08-04T13:00,20.3,2.6,0.0,565.0,75.0,10.3
2024-08-04T14:00,20.7,2.5,0.0,611.0,74.0,10.3
2024-08-04T15:00,20.9,2.1,0.0,504.0,74.0,10.3
2024-08-04T16:00,20.3,1.7,0.0,275.0,73.0,10.3
2024-08-04T17:00,20.1,1.8,0.0,199.0,74.0,10.3
2024-08-04T18:00,19.0,0.9,0.0,55.0,81.0,10.4
2024-08-04T19:00,17.1,0.6,0.0,6.0,91.0,10.4
2024-08-04T20:00,15.4,0.7,0.0,0.0,97.0,10.4
2024-08-04T21:00,14.7,0.6,0.0,0.0,98.0,10.4
2024-08-04T22:00,14.3,0.6,0.0,0.0,96.0,10.4
2024-08-04T23:00,13.6,0.7,0.0,0.0,99.0,10.4
2024-08-05T00:00,12.9,0.9,0.0,0.0,98.0,10.4
2024-08-05T01:00,12.7,0.6,0.0,0.0,100.0,10.4
2024-08-05T02:00,12.8,0.9,0.0,0.0,99.0,10.4
2024-08-05T03:00,12.1,0.7,0.0,4.0,100.0,10.4
2024-08-05T04:00,14.4,0.9,0.0,38.0,100.0,10.4
2024-08-05T05:00,18.4,0.9,0.0004,257.0,91.0,10.4
2024-08-05T06:00,19.4,1.5,0.0,330.0,84.0,10.4
2024-08-05T07:00,19.9,2.5,0.0,487.0,81.0,10.4
2024-08-05T08:00,19.4,2.1,0.0,202.0,84.0,10.4
2024-08-05T09:00,20.9,2.9,0.0,284.0,76.0,10.4
2024-08-05T10:00,21.2,3.5,0.0,608.0,74.0,10.4
2024-08-05T11:00,21.7,3.4,0.0,740.0,69.0,10.4
2024-08-05T12:00,21.4,3.9,0.0,726.0,68.0,10.4
2024-08-05T13:00,21.9,3.4,0.0,675.0,69.0,10.4
2024-08-05T14:00,21.7,3.3,0.0,392.0,72.0,10.4
2024-08-05T15:00,20.9,3.4,0.0,402.0,72.0,10.4
2024-08-05T16:00,20.9,3.2,0.0,385.0,72.0,10.4
2024-08-05T17:00,20.5,3.2,0.0,281.0,73.0,10.4
2024-08-05T18:00,19.6,2.1,0.0,99.0,78.0,10.4
2024-08-05T19:00,18.1,1.3,0.0,6.0,87.0,10.4
2024-08-05T20:00,17.1,1.0,0.0,0.0,92.0,10.4
2024-08-05T21:00,15.8,1.0,0.0,0.0,96.0,10.4
2024-08-05T22:00,15.1,0.6,0.0,0.0,96.0,10.4
2024-08-05T23:00,15.3,0.4,0.0,0.0,98.0,10.4
2024-08-06T00:00,15.6,0.8,0.0,0.0,95.0,10.4
2024-08-06T01:00,15.0,0.5,0.0,0.0,98.0,10.4
2024-08-06T02:00,14.6,0.9,0.0,0.0,97.0,10.4
2024-08-06T03:00,15.0,0.6,0.0,3.0,97.0,10.4
2024-08-06T04:00,16.4,0.8,0.0,21.0,96.0,10.4
2024-08-06T05:00,17.3,0.8,0.0,50.0,95.0,10.4
2024-08-06T06:00,18.9,0.7,0.0,89.0,91.0,10.4
2024-08-06T07:00,19.7,0.9,0.0,112.0,89.0,10.4
2024-08-06T08:00,20.3,1.9,0.0,170.0,82.0,10.4
2024-08-06T09:00,20.8,2.0,0.0,267.0,79.0,10.4
2024-08-06T10:00,21.3,2.8,0.0,385.0,69.0,10.4
2024-08-06T11:00,21.9,2.7,0.0,410.0,68.0,10.4
2024-08-06T12:00,21.9,1.3,0.0,360.0,64.0,10.4
2024-08-06T13:00,22.1,2.3,0.0,375.0,64.0,10.4
2024-08-06T14:00,22.6,2.4,0.0,506.0,61.0,10.4
2024-08-06T15:00,22.3,3.4,0.0,475.0,60.0,10.4
2024-08-06T16:00,22.1,2.2,0.0,338.0,54.0,10.4
2024-08-06T17:00,21.2,1.6,0.0,169.0,59.0,10.4
2024-08-06T18:00,19.7,1.6,0.0,53.0,68.0,10.4
2024-08-06T19:00,17.3,0.4,0.0,7.0,84.0,10.4
2024-08-06T20:00,15.4,0.7,0.0,0.0,92.0,10.4
2024-08-06T21:00,14.5,0.6,0.0,0.0,93.0,10.4
2024-08-06T22:00,13.5,0.5,0.0,0.0,96.0,10.4
2024-08-06T23:00,13.1,0.8,0.0,0.0,96.0,10.4
2024-08-07T00:00,12.6,0.9,0.0,0.0,97.0,10.4
2024-08-07T01:00,12.5,0.5,0.0,0.0,97.0,10.5
2024-08-07T02:00,12.5,0.7,0.0,0.0,97.0,10.5
2024-08-07T03:00,12.9,0.6,0.0,13.0,96.0,10.5
2024-08-07T04:00,15.3,0.8,0.0,90.0,89.0,10.5
2024-08-07T05:00,18.3,0.6,0.0,190.0,80.0,10.5
2024-08-07T06:00,19.6,1.5,0.0,314.0,78.0,10.5
2024-08-07T07:00,19.9,2.3,0.0,463.0,69.0,10.5
2024-08-07T08:00,20.2,2.5,0.0,575.0,68.0,10.5
2024-08-07T09:00,20.2,3.5,0.0,664.0,67.0,10.5
2024-08-07T10:00,20.2,3.7,0.0,716.0,68.0,10.5
2024-08-07T11:00,20.4,3.7,0.0,728.0,64.0,10.5
2024-08-07T12:00,19.7,4.0,0.0,714.0,68.0,10.5
2024-08-07T13:00,20.8,3.3,0.0,495.0,73.0,10.5
2024-08-07T14:00,20.9,4.5,0.0,509.0,67.0,10.5
2024-08-07T15:00,21.0,3.8,0.0,443.0,62.0,10.5
2024-08-07T16:00,21.2,2.3,0.0,310.0,59.0,10.5
2024-08-07T17:00,20.4,2.4,0.0,180.0,64.0,10.5
2024-08-07T18:00,19.5,1.6,0.0,55.0,69.0,10.5
2024-08-07T19:00,17.5,0.8,0.0,5.0,81.0,10.5
2024-08-07T20:00,15.5,0.6,0.0,0.0,91.0,10.5
2024-08-07T21:00,14.2,0.2,0.0,0.0,94.0,10.5
2024-08-07T22:00,12.9,0.8,0.0,0.0,98.0,10.5
2024-08-07T23:00,12.3,0.5,0.0,0.0,96.0,10.5
2024-08-08T00:00,11.9,0.8,0.0,0.0,96.0,10.5
2024-08-08T01:00,11.4,0.6,0.0,0.0,96.0,10.5
2024-08-08T02:00,11.5,0.7,0.0,0.0,95.0,10.5
2024-08-08T03:00,11.8,0.7,0.0,6.0,95.0,10.5
2024-08-08T04:00,15.2,1.1,0.0,79.0,90.0,10.5
2024-08-08T05:00,18.3,1.0,0.0,192.0,81.0,10.5
2024-08-08T06:00,20.2,0.9,0.0,320.0,68.0,10.5
2024-08-08T07:00,20.9,1.7,0.0,454.0,64.0,10.5
2024-08-08T08:00,21.6,1.8,0.0,461.0,57.0,10.5
2024-08-08T09:00,23.2,2.5,0.0,510.0,53.0,10.5
2024-08-08T10:00,21.5,2.1,0.0,414.0,66.0,10.5
2024-08-08T11:00,21.7,2.8,0.0,369.0,66.0,10.5
2024-08-08T12:00,21.5,3.2,0.0,265.0,68.0,10.5
2024-08-08T13:00,22.1,3.3,0.0,261.0,65.0,10.5
